,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.3737141120709414,0.376644093401316,2.1997320652008057,0.5880507618777693,0.538624929320003,2.6561760902404785,0.834,0.549,0.802,0.802,0.833,0.631,0.818,0.741,0.576,0.502,20.0,0.0,3.0
1,0.5608069939725611,0.6240150812804183,1.6427733898162842,0.5778720932787366,0.5045301647030201,1.944498062133789,0.826,0.581,0.802,0.802,0.833,0.696,0.826,0.733,0.58,0.473,20.0,0.0,4.0
2,0.616534892129197,0.6808110817668015,1.271561622619629,0.6148228188384222,0.6470138204669686,1.533545970916748,0.799,0.511,0.802,0.802,0.808,0.71,0.81,0.753,0.572,0.505,20.0,0.0,5.0
3,0.6418229204194563,0.5940313325191895,1.4161431789398193,0.5866798821403771,0.6864912184342495,1.8018555641174316,0.803,0.548,0.802,0.802,0.791,0.731,0.801,0.753,0.559,0.504,20.0,0.0,6.0
4,0.602170708715916,0.605285623472956,4.230443239212036,0.49125503101354817,0.49310807003801793,6.924093961715698,0.802,0.734,0.802,0.802,0.82,0.798,0.806,0.781,0.56,0.504,20.0,0.0,7.0
5,0.5387892431318595,0.5710445825503176,5.227525472640991,0.5252606862127011,0.5757284921752359,6.193253993988037,0.795,0.768,0.802,0.802,0.818,0.792,0.796,0.788,0.553,0.503,20.0,0.0,8.0
6,0.5925369878152517,0.6144813078970284,5.126728534698486,0.5870517355537974,0.6474788213126119,6.42962908744812,0.801,0.785,0.802,0.802,0.806,0.793,0.799,0.791,0.542,0.502,20.0,0.0,9.0
7,0.5769627973490506,0.5879171894891864,5.584864616394043,0.5954136925122901,0.6348025585025958,7.333991289138794,0.799,0.791,0.802,0.802,0.801,0.793,0.802,0.797,0.539,0.501,20.0,0.0,10.0
8,0.621179404000962,0.6332851858706523,14.254979610443115,0.6040053655095499,0.6544631446058975,17.938286542892456,0.809,0.802,0.802,0.802,0.815,0.804,0.814,0.803,0.551,0.502,20.0,0.0,11.0
9,0.5922520717224384,0.6098730784356128,5.1029908657073975,0.607970663703164,0.6746569063317127,8.220776796340942,0.824,0.792,0.802,0.802,0.829,0.805,0.805,0.799,0.559,0.502,20.0,0.0,12.0
10,0.6281682045801802,0.6209461588051317,7.632869482040405,0.5909291966933059,0.6369922330247303,11.435439586639404,0.822,0.803,0.802,0.802,0.825,0.809,0.825,0.805,0.554,0.501,20.0,0.0,13.0
11,0.6269013785402463,0.622310112773778,6.769701957702637,0.596962892234346,0.6352951291229576,7.001707553863525,0.822,0.804,0.802,0.802,0.82,0.81,0.822,0.809,0.55,0.501,20.0,0.0,14.0
12,0.6344077230482377,0.6279828223579498,12.39062786102295,0.6047680442048622,0.6415069502723934,11.844073295593262,0.82,0.803,0.802,0.802,0.823,0.807,0.821,0.81,0.545,0.502,20.0,0.0,15.0
